0.0001, 0.683083518447521, 0.7467578794227433, 0.7529032113383265, 0.7467578794227433
0.001, 0.8090792986024125, 0.8211131838013325, 0.8112891846649729, 0.8211131838013325
0.01, 0.8206929237270295, 0.8256734725249435, 0.8184618249392634, 0.8256734725249435
0.015, 0.8210308892389045, 0.8254597084951717, 0.8189284233031611, 0.8254597084951717
0.02, 0.8207938701856075, 0.8249965361722313, 0.8187778283109564, 0.8249965361722313
0.05, 0.8208195122717612, 0.8244621387916278, 0.819140688578593, 0.8244621387916278
0.08, 0.8210123373676623, 0.8245690144596006, 0.8194515188390386, 0.8245690144596006
0.1, 0.8208730097565706, 0.8243908693055735, 0.8193528932955843, 0.8243908693055735
1, 0.8202271655747889, 0.8235714003276657, 0.8189242015479936, 0.8235714003276657
10, 0.8202347231702312, 0.8235714003276657, 0.8189563018153334, 0.8235714003276657
